Blue Ban 1,Red Ban 1,Blue Ban 2,Red Ban 2,Blue Ban 3,Red Ban 3,Blue Pick 1,Red Pick 1,Red Pick 2,Blue Pick 2,Blue Pick 3,Red Pick 3,Red Ban 4,Blue Ban 4,Red Ban 5,Blue Ban 5,Red Pick 4,Blue Pick 4,Blue Pick 5,Red Pick 5
Diana,Akali,Nocturne,Xin Zhao,Zoe,Viego,Lee Sin,Jayce,Leona,Varus,Twisted Fate,Ziggs,Nautilus,LeBlanc,Gwen,Shaco,Nidalee,Braum,Camille,Renekton
Zoe,Olaf,Senna,Pantheon,Renekton,Kai'Sa,Udyr,Camille,Galio,Gragas,Samira,Vayne,Rell,Taliyah,Orianna,Graves,Nocturne,Alistar,Azir,Syndra
Seraphine,Rell,Thresh,Samira,Twisted Fate,Zoe,Kai'Sa,Udyr,Senna,Gragas,Azir,Tahm Kench,Olaf,Orianna,Lillia,Ryze,Corki,Dr. Mundo,Renekton,Gnar
Renekton,Udyr,Seraphine,Azir,Senna,Olaf,Hecarim,Kalista,Orianna,Kai'Sa,Alistar,Rell,Syndra,Skarner,Gnar,Lillia,Gragas,Viktor,Shen,Gangplank
Thresh,Gwen,Lee Sin,Renekton,Udyr,Nocturne,Varus,Lucian,Rumble,Viego,Syndra,Ezreal,Tahm Kench,Wukong,Karma,Leona,Braum,Xin Zhao,Rakan,Jayce
Varus,Xin Zhao,Gwen,Viego,Lee Sin,Thresh,Lucian,Volibear,Tristana,Lillia,Aphelios,Syndra,Braum,Leona,Camille,Nautilus,Alistar,Irelia,Rakan,Renekton
Lee Sin,Xin Zhao,Irelia,Ziggs,Lucian,Thresh,Viego,Kalista,Diana,Gwen,Leona,Galio,Draven,Kled,LeBlanc,Camille,Tristana,Syndra,Varus,Gangplank
Zoe,Samira,Olaf,Kai'Sa,Azir,Udyr,Renekton,Rell,Tristana,Taliyah,Alistar,Sion,Xayah,Twisted Fate,Aatrox,Orianna,Lillia,Jinx,Cassiopeia,Syndra
Gwen,Viego,Lucian,Varus,Akali,Renekton,Sett,Rumble,Lee Sin,Diana,Ezreal,Kalista,Jayce,Nautilus,Gnar,Nocturne,Yone,Leona,Ryze,Galio
Zoe,Olaf,Lillia,Thresh,Renekton,Tristana,Hecarim,Kai'Sa,Alistar,Xayah,Rakan,Udyr,Jayce,Gnar,Galio,Aatrox,Sion,Orianna,Ornn,LeBlanc
Nidalee,Taliyah,Rell,Gnar,Renekton,Azir,Orianna,Kai'Sa,Udyr,Olaf,Leona,Seraphine,Samira,Viktor,Kalista,Aatrox,Syndra,Gragas,Vayne,Ornn
Tristana,Tahm Kench,Camille,Thresh,Xin Zhao,Viego,Varus,Kalista,Lee Sin,Syndra,Graves,Twisted Fate,Alistar,Rakan,Braum,Irelia,Leona,Trundle,Jayce,Gangplank
Lulu,Thresh,Xin Zhao,Gwen,Nocturne,Lucian,Akali,Renekton,Rumble,Viego,Olaf,Ezreal,Tristana,Yuumi,Kai'Sa,Nautilus,Leona,Braum,Kalista,Yone
Lillia,Udyr,Azir,Kai'Sa,Samira,Renekton,Rell,Nidalee,Zoe,Tristana,Galio,Alistar,Camille,Xayah,Olaf,Vayne,Gnar,Sion,Kayn,Ezreal
Karma,Gwen,Udyr,Renekton,Rumble,Thresh,Lee Sin,Varus,Nocturne,Ezreal,Akali,Viego,Nautilus,Gragas,Leona,Tahm Kench,Lulu,Xin Zhao,Alistar,Orianna
Renekton,Udyr,Lillia,Olaf,Hecarim,Tristana,Rell,Alistar,Graves,Gragas,Kai'Sa,Orianna,Azir,Xayah,Rek'Sai,Sylas,Jhin,Malphite,Yasuo,Sion
Nocturne,Xin Zhao,Viego,Akali,Gwen,Renekton,Thresh,Diana,Lucian,Kalista,Lee Sin,Varus,Volibear,Nautilus,LeBlanc,Camille,Alistar,Sylas,Sett,Jayce
Syndra,Twisted Fate,Kai'Sa,Pantheon,Lucian,Udyr,Zoe,Samira,Gragas,Vayne,Olaf,Rell,Aatrox,Viktor,Gnar,Jayce,Orianna,Renekton,Leona,Trundle
Karma,Lee Sin,Xin Zhao,Renekton,Viego,Nocturne,Akali,Sett,Diana,Aphelios,Thresh,Nautilus,Gwen,Varus,Volibear,Kalista,Draven,Rumble,Kled,Lucian
LeBlanc,Lucian,Akali,Kalista,Gwen,Xin Zhao,Nocturne,Viego,Thresh,Ziggs,Nautilus,Aphelios,Orianna,Sylas,Jayce,Camille,Volibear,Viktor,Hecarim,Zoe
Nocturne,Xin Zhao,Akali,Aphelios,Ziggs,Lucian,Viego,Kalista,Diana,Lee Sin,LeBlanc,Sett,Varus,Rakan,Senna,Leona,Renekton,Ezreal,Alistar,Galio
Viego,Varus,Thresh,Gwen,Nocturne,Lucian,Renekton,Orianna,Udyr,Kai'Sa,Leona,Olaf,Rumble,Tahm Kench,Twisted Fate,Braum,Kog'Maw,Volibear,Akali,Lulu
Seraphine,Udyr,Senna,Olaf,Camille,Rell,Gragas,Kai'Sa,Graves,Samira,Alistar,Leona,Hecarim,Azir,Yone,Gangplank,Syndra,Taliyah,Tristana,Aatrox
Lucian,Renekton,Jayce,Irelia,Viego,Xin Zhao,Gwen,Kalista,Volibear,Ezreal,Leona,LeBlanc,Lee Sin,Braum,Gnar,Thresh,Rakan,Sylas,Kayn,Camille
Ziggs,Diana,Jayce,Lucian,Lee Sin,Ryze,Renekton,Trundle,Aphelios,Lillia,Varus,LeBlanc,Lissandra,Thresh,Gnar,Leona,Braum,Rakan,Gwen,Viego
Zoe,Seraphine,Galio,Thresh,Tristana,Udyr,Renekton,Kai'Sa,Hecarim,Olaf,Xayah,Sion,Rakan,Alistar,Zilean,Rell,Gragas,Braum,Azir,Corki
Camille,Twisted Fate,Taliyah,Thresh,Pantheon,Olaf,Lucian,Renekton,Lillia,Udyr,Gragas,Orianna,Miss Fortune,Kai'Sa,Samira,Kalista,Xayah,Aphelios,Lulu,Rakan
Lillia,Camille,Zoe,Samira,Rell,Kai'Sa,Twisted Fate,Udyr,Renekton,Graves,Gragas,Azir,Tristana,Seraphine,Thresh,Miss Fortune,Jhin,Ezreal,Leona,Alistar
Lee Sin,Karma,Udyr,Renekton,Akali,Gnar,Rumble,Lucian,Ezreal,Thresh,Jinx,Diana,Aatrox,Sett,Nocturne,Jayce,Leona,Wukong,Yone,Camille
Sett,Gwen,Renekton,Xin Zhao,Sylas,Akali,Nocturne,Lee Sin,Diana,Volibear,LeBlanc,Thresh,Kalista,Aphelios,Nautilus,Varus,Draven,Ezreal,Karma,Dr. Mundo
Ziggs,Nocturne,Gwen,Viego,Varus,Xin Zhao,Renekton,Lee Sin,Kalista,Diana,Leona,LeBlanc,Aphelios,Ornn,Azir,Galio,Braum,Kai'Sa,Sett,Gnar
Kalista,Ziggs,Wukong,Renekton,Diana,Thresh,Lee Sin,Irelia,Leona,Jayce,Twisted Fate,Rumble,Varus,Lucian,Aphelios,Kai'Sa,Xayah,Ezreal,Trundle,Syndra
Seraphine,Kalista,Rell,Renekton,Kai'Sa,Thresh,Senna,Udyr,Ezreal,Lillia,Tahm Kench,Camille,Gnar,Twisted Fate,Jayce,Orianna,Bard,Azir,Shen,Corki
Olaf,Akali,Ornn,Renekton,Syndra,Aphelios,Kai'Sa,Jhin,Graves,Nidalee,Leona,Alistar,Yone,Camille,Irelia,Zoe,Viktor,Gnar,Twisted Fate,Jayce
Jayce,Renekton,Akali,Rumble,Nocturne,Varus,Karma,Udyr,Lee Sin,Ezreal,Gwen,LeBlanc,Viego,Nautilus,Twisted Fate,Lulu,Thresh,Sett,Nidalee,Jinx
Renekton,Twisted Fate,Olaf,Taliyah,Ekko,Samira,Pantheon,Camille,Nidalee,Aphelios,Thresh,Kalista,Kennen,Gragas,Akali,Sett,Syndra,Zoe,Jayce,Jarvan IV
Renekton,Twisted Fate,Olaf,Pantheon,Aphelios,Camille,Kai'Sa,Rell,Udyr,Graves,Zoe,Samira,Alistar,Azir,Gnar,Orianna,Galio,Gragas,Leona,Aatrox
Renekton,Lulu,Gwen,Senna,Karma,Udyr,Rumble,Ezreal,Lee Sin,Viego,Kalista,Akali,Thresh,Leona,Nautilus,Lucian,Nocturne,Gangplank,Rell,Rakan
Nidalee,Akali,Samira,Pantheon,Zoe,Olaf,Kai'Sa,Aphelios,Thresh,Sett,Syndra,Orianna,Jarvan IV,Ornn,Camille,Gnar,Graves,Sejuani,Renekton,Kennen
Renekton,Akali,Kalista,Xin Zhao,LeBlanc,Viego,Nocturne,Thresh,Gwen,Diana,Varus,Aphelios,Nautilus,Trundle,Alistar,Lucian,Sylas,Leona,Camille,Shaco
Viego,Xin Zhao,Thresh,Lee Sin,Nocturne,Kalista,Gwen,Sett,Diana,Rek'Sai,Kai'Sa,Tristana,Galio,LeBlanc,Syndra,Akali,Lucian,Nautilus,Azir,Braum
Renekton,Thresh,Lee Sin,Udyr,Karma,Lulu,Rumble,Akali,Xin Zhao,Gangplank,Viego,Ezreal,Kalista,Gnar,Tristana,Nocturne,Aatrox,Leona,Kai'Sa,Alistar
Kalista,Udyr,Gragas,Camille,Lucian,Renekton,Rell,Aphelios,Thresh,Olaf,Seraphine,Nidalee,Samira,Syndra,Gnar,Tristana,Yone,Kai'Sa,Aatrox,Sion
Camille,Viego,Xin Zhao,Renekton,Ezreal,Akali,Nocturne,Lee Sin,Rumble,Volibear,Sylas,Sett,Varus,Thresh,Tahm Kench,Senna,Kai'Sa,Aphelios,Nautilus,Rell
Ziggs,Renekton,Thresh,LeBlanc,Xin Zhao,Viego,Gwen,Aphelios,Olaf,Varus,Trundle,Orianna,Azir,Jax,Rakan,Jayce,Sett,Nidalee,Lucian,Braum
Nidalee,Thresh,Zoe,Camille,Lillia,Renekton,Kai'Sa,Alistar,Udyr,Gragas,Olaf,Samira,Orianna,Gnar,Syndra,Twisted Fate,Azir,Viktor,Sion,Aatrox
Sett,Karma,Renekton,Camille,Udyr,Lee Sin,Lulu,Nocturne,Varus,Xin Zhao,Ezreal,Leona,Braum,Rumble,Wukong,Ryze,Gwen,Akali,Rakan,Sylas
Fiddlesticks,Lulu,Rumble,Karma,Renekton,Xin Zhao,Akali,Gwen,Lee Sin,Sejuani,Nocturne,Sylas,Draven,Senna,Kalista,Thresh,Kai'Sa,Xayah,Leona,Alistar
Lucian,Rumble,Varus,Udyr,Renekton,Senna,Gwen,Lee Sin,Ezreal,Xin Zhao,Lulu,Leona,Thresh,Syndra,Jinx,Gangplank,Zoe,Kog'Maw,Tristana,Volibear
Lucian,Pantheon,Akali,Aphelios,Olaf,Yone,Taliyah,Graves,Kai'Sa,Renekton,Samira,Ornn,Alistar,Azir,Syndra,Orianna,Rell,Maokai,Irelia,Viktor
Rumble,Renekton,Viego,Varus,Lulu,Karma,Nocturne,Lee Sin,Akali,Ryze,Ezreal,Kai'Sa,Leona,Nautilus,Rell,Udyr,Rakan,Alistar,Nidalee,Volibear
Alistar,Nidalee,Rell,Graves,Renekton,Twisted Fate,Kai'Sa,Udyr,Thresh,Lillia,Seraphine,Aphelios,Lucian,Camille,Jayce,Azir,Orianna,Gnar,Yone,Gangplank
Thresh,Nidalee,Hecarim,Lillia,Udyr,Karthus,Kai'Sa,Orianna,Xayah,Azir,Gragas,Rell,Alistar,Jayce,Graves,Olaf,Gnar,Kayn,Renekton,Dr. Mundo
Udyr,Hecarim,Gnar,Renekton,Zoe,Thresh,Lillia,Syndra,Gragas,Rell,Azir,Kai'Sa,Aphelios,Alistar,Jinx,Graves,Nidalee,Tristana,Camille,Jayce
Viego,Ziggs,Gwen,Thresh,Sylas,Renekton,Xin Zhao,LeBlanc,Lee Sin,Vladimir,Nocturne,Akali,Nautilus,Ezreal,Rakan,Leona,Aphelios,Swain,Tahm Kench,Rell
Twisted Fate,Udyr,Renekton,Azir,Taliyah,Olaf,Kai'Sa,Senna,Tahm Kench,Rell,Hecarim,Syndra,Orianna,Graves,Gragas,Aatrox,Nidalee,Viktor,Gnar,Jayce
LeBlanc,Akali,Xin Zhao,Ziggs,Viego,Gwen,Lee Sin,Ezreal,Renekton,Kalista,Rakan,Nautilus,Twisted Fate,Olaf,Camille,Ryze,Sylas,Zoe,Jayce,Zac
Renekton,Udyr,Pantheon,Olaf,Senna,Hecarim,Camille,Kai'Sa,Graves,Lillia,Rell,Alistar,Lucian,Syndra,Samira,Orianna,Gragas,Seraphine,Tristana,LeBlanc
Kalista,Taliyah,Renekton,Gnar,Camille,Kai'Sa,Samira,Olaf,Xayah,Udyr,Orianna,Azir,Rell,Sett,Alistar,Rakan,Leona,Galio,Aatrox,Akali
Viego,Nocturne,Akali,Renekton,Thresh,Lee Sin,Xin Zhao,LeBlanc,Trundle,Varus,Nautilus,Kalista,Sylas,Leona,Lulu,Sett,Alistar,Galio,Camille,Jax
Senna,Kalista,Seraphine,Renekton,Graves,Hecarim,Udyr,Kai'Sa,Lillia,Jinx,Thresh,Gragas,Orianna,Yone,Camille,Gnar,Viktor,Cho'Gath,Azir,Sion
Alistar,Renekton,Lillia,Irelia,Olaf,Yone,Taliyah,Kai'Sa,Udyr,Camille,Orianna,Gnar,Samira,Azir,Aphelios,Seraphine,Viktor,Leona,Xayah,Rakan
Ziggs,Kalista,Thresh,Varus,Lucian,Ryze,Diana,Renekton,Aphelios,Leona,Ashe,Braum,Sett,Sylas,Gnar,Irelia,Gwen,Lee Sin,LeBlanc,Jayce
Kalista,Lulu,Sett,Gwen,Galio,Karma,Lee Sin,Xin Zhao,Tristana,Varus,Akali,Lissandra,Sylas,Gangplank,Thresh,Kled,Renekton,Sejuani,Tahm Kench,Rakan
Lucian,Ryze,Irelia,Jayce,Diana,Lee Sin,Renekton,Nidalee,Sett,Kennen,Graves,Camille,Aphelios,Ezreal,Trundle,Ziggs,Tahm Kench,Jhin,Leona,Varus
Irelia,Ziggs,Camille,Xin Zhao,Thresh,Viego,Lee Sin,Varus,Volibear,Leona,Brand,Gwen,Jayce,Karma,Jax,LeBlanc,Braum,Renekton,Sylas,Ryze
Renekton,Xin Zhao,Viego,Gwen,Sett,Thresh,Akali,Rumble,Nocturne,Lee Sin,Kalista,Nautilus,Alistar,Varus,Taric,Tristana,Kai'Sa,Diana,Galio,Lucian
Azir,Kalista,Senna,Udyr,Thresh,Seraphine,Twisted Fate,Xayah,Lillia,Rell,Graves,Ryze,Aatrox,Alistar,Kai'Sa,Gangplank,Rakan,Jhin,Gnar,Sion
Xin Zhao,Viego,Renekton,Irelia,Leona,Diana,Gwen,Aphelios,Lee Sin,Ryze,Trundle,Thresh,Varus,Jayce,Neeko,Kennen,LeBlanc,Jinx,Braum,Lucian
Viego,Gnar,Jayce,Xin Zhao,Thresh,Akali,Lucian,Lee Sin,Gwen,Lillia,Varus,Leona,Braum,Ryze,Renekton,LeBlanc,Azir,Sett,Rakan,Ezreal
Azir,Twisted Fate,Rell,Senna,Caitlyn,Lucian,Udyr,Lillia,Jhin,Thresh,Orianna,Nautilus,Aphelios,Tristana,Gnar,Viktor,Sion,Aatrox,Kalista,Ahri
Syndra,Samira,Akali,Taliyah,Olaf,Kai'Sa,Zoe,Jhin,Pantheon,Miss Fortune,Graves,Orianna,Alistar,Leona,Renekton,Sett,Aatrox,Kennen,Thresh,Maokai
Gragas,Udyr,Seraphine,Olaf,Graves,Thresh,Taliyah,Gnar,Pantheon,Samira,Rell,Xayah,Renekton,Rakan,Azir,Orianna,Lulu,Gangplank,Syndra,Karthus
Renekton,Viego,Leona,Irelia,Xin Zhao,Jayce,Diana,Aphelios,Lee Sin,Gnar,Ryze,Orianna,Varus,Thresh,Kalista,Gangplank,Volibear,Ashe,Braum,Yuumi
Kalista,Ezreal,Akali,Lee Sin,Nocturne,Xin Zhao,Sett,Rumble,Varus,Diana,Jinx,Tahm Kench,Thresh,Renekton,Braum,Azir,Lucian,Rell,Jayce,Twisted Fate
Zoe,Aphelios,Graves,Olaf,Lucian,Taliyah,Rell,Kai'Sa,Rakan,Nidalee,Samira,Orianna,Renekton,Kindred,Aatrox,Gangplank,Udyr,Gnar,Syndra,Irelia
LeBlanc,Camille,Viego,Xin Zhao,Akali,Renekton,Gwen,Nocturne,Diana,Lee Sin,Sylas,Yasuo,Kalista,Kai'Sa,Alistar,Samira,Leona,Aphelios,Galio,Ezreal
Twisted Fate,Udyr,Renekton,Rell,Senna,Graves,Seraphine,Olaf,Gragas,Azir,Kai'Sa,Zoe,Sion,Jinx,Hecarim,Irelia,Aphelios,Gnar,Jarvan IV,Thresh
Thresh,Renekton,Akali,Lucian,Senna,Karma,Rumble,Sett,Ezreal,Nocturne,Kai'Sa,Gnar,Jayce,Diana,Nautilus,Nidalee,Leona,Galio,Irelia,Ekko
Camille,Renekton,Zoe,Lillia,Rell,Thresh,Nidalee,Hecarim,Alistar,Jayce,Nautilus,Kai'Sa,Sylas,Orianna,Kalista,Gangplank,Twisted Fate,Tristana,Irelia,Wukong
Lee Sin,Renekton,Camille,Nocturne,Akali,Sett,Karma,Varus,Udyr,Viego,Jhin,Ryze,,Jax,Volibear,Thresh,Wukong,Ornn,Leona,Braum
Jayce,Xin Zhao,Viego,Ziggs,Gwen,Olaf,Renekton,Lee Sin,Aphelios,Diana,Lucian,Braum,Rakan,Ryze,Varus,Sylas,Kennen,Ashe,Trundle,Irelia
Akali,Lee Sin,Zac,Varus,Sylas,Thresh,Viego,Xin Zhao,Aphelios,Camille,Galio,Orianna,Draven,Gwen,Kalista,Renekton,Tahm Kench,Ziggs,Trundle,Zilean
Nidalee,Akali,Rumble,Lee Sin,Sett,Viego,Renekton,Varus,Nautilus,Kog'Maw,Lulu,Xin Zhao,Trundle,Karma,Sylas,Orianna,LeBlanc,Braum,Olaf,Dr. Mundo
Lucian,Rell,Samira,Kai'Sa,Udyr,Kayn,Seraphine,Olaf,Gragas,Graves,Ezreal,Sivir,Syndra,Twisted Fate,Alistar,Azir,Zoe,Viktor,Sion,Sett
Skarner,Udyr,Azir,Seraphine,Tristana,Lillia,Kai'Sa,Hecarim,Rell,Kindred,Alistar,Jinx,Gnar,Galio,Volibear,Renekton,Sion,Gragas,Orianna,Zoe
Renekton,Thresh,Rell,Senna,Tristana,Xayah,Seraphine,Hecarim,Kai'Sa,Udyr,Gnar,Alistar,Galio,Kennen,Ezreal,Viktor,Sylas,Tahm Kench,Aphelios,Zilean
Aphelios,Tristana,Camille,Taliyah,Olaf,Kai'Sa,Pantheon,Twisted Fate,Graves,Alistar,Samira,Jhin,Galio,Gragas,Orianna,Leona,Rell,Zoe,Gnar,Jayce
Viego,Akali,Nocturne,Karma,Renekton,Lulu,Sett,Gwen,Xin Zhao,Diana,Lee Sin,Ezreal,Thresh,Sylas,,LeBlanc,Zoe,Kalista,Leona,Rakan
Akali,Renekton,Rumble,LeBlanc,Thresh,Lee Sin,Lulu,Ezreal,Nocturne,Kog'Maw,Xin Zhao,Sylas,Ryze,Rakan,Zoe,Karma,Trundle,Braum,Volibear,Rell
Sett,Varus,Azir,Akali,Ezreal,Kalista,Thresh,Jinx,Volibear,Aphelios,Gnar,Tahm Kench,Rumble,Viego,LeBlanc,Gwen,Lee Sin,Xin Zhao,Orianna,Syndra
Karma,Lucian,Thresh,Kalista,Varus,Nocturne,Lee Sin,Sett,Rumble,Akali,Viego,LeBlanc,Yuumi,Ezreal,Ziggs,Soraka,Senna,Kog'Maw,Lulu,Tahm Kench
Lillia,Zoe,Gnar,Thresh,Alistar,Hecarim,Rell,Renekton,Nidalee,Orianna,Olaf,Gragas,Tristana,Lucian,Kai'Sa,Cho'Gath,Jinx,Varus,Ornn,Viktor
Gnar,Ziggs,Diana,Lucian,Ryze,Irelia,Renekton,Kalista,Trundle,Aphelios,Thresh,Leona,Nidalee,Kennen,Lee Sin,Syndra,Jayce,Orianna,Gwen,Azir
Lulu,Gwen,Thresh,Ezreal,Viego,Lee Sin,Akali,Udyr,Nocturne,Rumble,Renekton,Sylas,Kai'Sa,Senna,Jhin,Varus,Braum,Tristana,Leona,Kog'Maw
Renekton,Twisted Fate,Olaf,Taliyah,Ekko,Samira,Pantheon,Camille,Kai'Sa,Aphelios,Thresh,Nidalee,Azir,Sett,Kennen,Galio,Syndra,Zoe,Gragas,Rell
Akali,Viego,Nocturne,Xin Zhao,Lucian,Aphelios,Lee Sin,Gwen,Kalista,Ezreal,LeBlanc,Sylas,Braum,Rakan,Leona,Nautilus,Maokai,Rell,Renekton,Gnar
Irelia,Ziggs,Thresh,Xin Zhao,Tristana,Volibear,Viego,Gwen,Lucian,Diana,Kalista,Renekton,Nautilus,Senna,Leona,Samira,Syndra,Rell,Lee Sin,Gragas
Nocturne,Xin Zhao,Viego,Lee Sin,Lucian,Ezreal,Renekton,Kalista,Diana,Volibear,Akali,Gnar,Aphelios,Twisted Fate,Varus,LeBlanc,Tristana,Xayah,Rakan,Nautilus
Ziggs,Kalista,Aphelios,Lucian,Ryze,Diana,Viego,Varus,Rumble,Lee Sin,Jhin,Irelia,LeBlanc,Leona,Akali,Jayce,Braum,Rakan,Sylas,Zoe
Nocturne,Thresh,Renekton,Udyr,Karma,Viego,Rumble,Lee Sin,Sett,Jayce,Ezreal,Diana,Zoe,Nautilus,Sylas,Varus,Leona,Alistar,Twisted Fate,Kai'Sa
Thresh,Gwen,Rumble,Akali,Varus,Xin Zhao,Karma,Tristana,Nocturne,Ezreal,Renekton,Nautilus,Olaf,Ziggs,Jayce,Volibear,Gragas,Lee Sin,Diana,Viego
Kalista,Rell,Yone,Seraphine,Taliyah,Udyr,Kai'Sa,Renekton,Nidalee,Gnar,Syndra,Orianna,Lillia,Jarvan IV,Olaf,Xayah,Aphelios,Dr. Mundo,Sett,Leona
Twisted Fate,Udyr,Renekton,Olaf,Senna,Pantheon,Kai'Sa,Rell,Hecarim,Azir,Gnar,Samira,Lillia,LeBlanc,Alistar,Shen,Gangplank,Nidalee,Galio,Ryze
Zoe,Olaf,Yone,Aatrox,Nidalee,Sett,Pantheon,Graves,Leona,Kai'Sa,Galio,Ornn,Camille,Jhin,Akali,Miss Fortune,Xayah,Shen,Orianna,Syndra
Nocturne,Thresh,Renekton,Udyr,Gnar,Alistar,Seraphine,Hecarim,Rell,Tristana,Rakan,Kai'Sa,Olaf,Jayce,Kindred,Irelia,Veigar,Graves,Gragas,Rumble
Zoe,Syndra,Twisted Fate,Pantheon,Samira,Olaf,Kai'Sa,Orianna,Jhin,Galio,Camille,Alistar,Sett,Renekton,Rakan,Aatrox,Graves,Leona,Lee Sin,Ornn
Zoe,Seraphine,Galio,Thresh,Tristana,Kai'Sa,Renekton,Hecarim,Jinx,Udyr,Ezreal,Aatrox,Cassiopeia,Alistar,Rell,Syndra,Gragas,Azir,Karma,Corki
Renekton,Olaf,Lucian,Kai'Sa,Pantheon,Taliyah,Lillia,Azir,Hecarim,Jhin,Nocturne,Samira,Gragas,Rell,Galio,Alistar,Leona,Sett,Rumble,Gnar
Rumble,Lucian,Gwen,Renekton,Senna,Varus,Lee Sin,Udyr,Thresh,Ezreal,Karma,Jinx,Irelia,Sett,Xin Zhao,Jayce,Orianna,Lillia,Gangplank,Viego
Lucian,Renekton,Nidalee,Pantheon,Lulu,Akali,Taliyah,Alistar,Lee Sin,Camille,Twisted Fate,Kai'Sa,Aphelios,Orianna,Samira,Galio,Cassiopeia,Miss Fortune,Maokai,Mordekaiser
Dr. Mundo,Kalista,Xin Zhao,LeBlanc,Thresh,Lucian,Viego,Ziggs,Orianna,Twisted Fate,Ezreal,Trundle,Camille,Nautilus,Wukong,Jayce,Leona,Alistar,Gwen,Lee Sin
Ezreal,Renekton,Akali,Nocturne,LeBlanc,Rumble,Volibear,Lee Sin,Varus,Diana,Sett,Sylas,Senna,Xin Zhao,Kai'Sa,Leona,Thresh,Jhin,Nautilus,Viego
Gragas,Thresh,Twisted Fate,Olaf,Rell,Ryze,Alistar,Udyr,Kai'Sa,Hecarim,Tristana,Galio,Seraphine,Sylas,Orianna,Nocturne,Gnar,Zoe,Jayce,Akali
Seraphine,Twisted Fate,Renekton,Azir,Rell,Orianna,Udyr,Alistar,Samira,Senna,Tahm Kench,Lillia,Aatrox,Gangplank,Ekko,Lucian,Syndra,Viktor,Gnar,Sett
Lucian,Nocturne,Volibear,Xin Zhao,Thresh,Lee Sin,Renekton,Varus,Akali,Rumble,Viego,Sett,Kalista,Diana,Ezreal,Tahm Kench,Nidalee,Ziggs,Leona,Rell
Irelia,Xin Zhao,Renekton,Kalista,Gwen,Viego,Diana,Ziggs,Lee Sin,Aphelios,Lucian,Nautilus,Braum,Nocturne,Leona,LeBlanc,Gnar,Tahm Kench,Dr. Mundo,Kayn
Aphelios,Zoe,Pantheon,Graves,Taliyah,Lucian,Olaf,Rell,Samira,Kai'Sa,Rakan,Nidalee,Gragas,Renekton,Orianna,Aatrox,Syndra,Galio,Gnar,Jayce
Kalista,Renekton,Ryze,Diana,Viego,Xin Zhao,Irelia,Sett,Gwen,Rumble,Ziggs,Kai'Sa,Jayce,Lucian,Gnar,Leona,Lee Sin,Pantheon,Camille,Gragas
Samira,Udyr,Rell,Twisted Fate,Aphelios,Renekton,Kai'Sa,Gragas,Olaf,Seraphine,Hecarim,Tristana,Sion,Zoe,Gnar,Alistar,Sylas,Camille,Thresh,Jax
Gnar,Karma,Lucian,Udyr,Nocturne,Renekton,Lee Sin,Rumble,Kalista,Senna,Tahm Kench,Sett,Ryze,Gragas,Twisted Fate,Akali,Leona,Gwen,Orianna,Zoe
Orianna,Camille,Gragas,Lillia,Rell,Udyr,Hecarim,Thresh,Olaf,Jayce,Kai'Sa,Aphelios,Alistar,Wukong,Twisted Fate,Syndra,Sion,Zoe,Nautilus,Ryze
Varus,Nocturne,Viego,Xin Zhao,Lee Sin,Kalista,Thresh,Lucian,Rumble,Aphelios,Akali,Ezreal,Skarner,Braum,Volibear,Gwen,Nautilus,Renekton,Trundle,Gangplank
Senna,Udyr,Renekton,Camille,Thresh,Seraphine,Rell,Olaf,Kai'Sa,Hecarim,Gragas,Aatrox,Orianna,Sett,Tristana,Alistar,Twisted Fate,Draven,Azir,Nautilus
Varus,Renekton,Sett,Karma,Nocturne,Lulu,Lee Sin,Ezreal,Udyr,Aphelios,Thresh,Nautilus,Volibear,Lucian,LeBlanc,Orianna,Jayce,Akali,Xin Zhao,Ryze
Ziggs,Renekton,Twisted Fate,LeBlanc,Camille,Varus,Aphelios,Viego,Ezreal,Xin Zhao,Thresh,Braum,Sylas,Irelia,Orianna,Ryze,Lee Sin,Gwen,Akali,Zac
Udyr,Olaf,Kai'Sa,Pantheon,Azir,Camille,Taliyah,Aphelios,Thresh,Yone,Seraphine,Orianna,Kalista,Graves,Miss Fortune,Kindred,Lillia,Ashe,Gragas,Gnar
Thresh,Twisted Fate,Lillia,Udyr,Graves,Rell,Kai'Sa,Xayah,Syndra,Jarvan IV,Azir,Kindred,Gnar,Rakan,Rumble,Aatrox,Leona,Renekton,Alistar,Gragas
Nidalee,Akali,Rumble,Lee Sin,Varus,Viego,Sett,Renekton,Thresh,Ezreal,Karma,Jinx,Diana,LeBlanc,Trundle,Zoe,Xin Zhao,Volibear,Sylas,Ryze
Thresh,Rell,Gangplank,Lucian,Seraphine,Renekton,Tristana,Syndra,Hecarim,Lillia,Leona,Xayah,Gnar,Galio,Gragas,Aatrox,Alistar,Sion,Viktor,Kled
Ryze,Twisted Fate,Sylas,Thresh,Jayce,Orianna,Gnar,Rell,Hecarim,Xayah,Alistar,Zoe,Udyr,Tristana,Seraphine,Gangplank,Kai'Sa,Skarner,LeBlanc,Sion
Viego,Ziggs,Gwen,Thresh,Sylas,Renekton,Xin Zhao,Olaf,Akali,LeBlanc,Aphelios,Ezreal,Sett,Karma,Nautilus,Orianna,Leona,Nocturne,Braum,Lissandra
